Date,Open,High,Low,Close,Adj Close,Volume
1991-01-07,1368.800049,1369.199951,1320.099976,1320.900024,1320.900024,0
1991-01-14,1317.400024,1370.5,1279,1354,1354,0
1991-01-21,1352.199951,1403.099976,1321,1400.599976,1400.599976,0
1991-01-28,1399.400024,1453.199951,1391.699951,1448.099976,1448.099976,0
1991-02-04,1447.800049,1479.400024,1447.099976,1477.900024,1477.900024,0
1991-02-11,1481,1572.199951,1477,1558.900024,1558.900024,0
1991-02-18,1559.5,1594.599976,1535.400024,1571.699951,1571.699951,0
1991-02-25,1572.099976,1607.5,1551.5,1559,1559,0
1991-03-04,1559,1646.199951,1558.199951,1643.199951,1643.199951,0
1991-03-11,1641.099976,1645.400024,1588.599976,1629.300049,1629.300049,0
1991-03-18,1628.900024,1630.199951,1567.599976,1611,1611,0
1991-03-25,1611.199951,1660.300049,1603.900024,1649.400024,1649.400024,0
1991-04-01,1648.199951,1691.800049,1645,1690.300049,1690.300049,0
1991-04-08,1690,1709.599976,1661.599976,1688.699951,1688.699951,0
1991-04-15,1688.099976,1696.900024,1661.099976,1678.300049,1678.300049,0
1991-04-22,1678.599976,1686.099976,1651.5,1662.599976,1662.599976,0
1991-04-29,1660.800049,1680.800049,1650.099976,1664.199951,1664.199951,0
1991-05-06,1663.300049,1670.400024,1644.800049,1661.900024,1661.900024,0
1991-05-13,1661.800049,1668.099976,1641.5,1659.5,1659.5,0
1991-05-20,1659.5,1700,1659.5,1691.900024,1691.900024,0
1991-05-27,1692,1749,1692,1740.800049,1740.800049,0
1991-06-03,1740.199951,1745.300049,1715.199951,1723.599976,1723.599976,0
1991-06-10,1722.400024,1729.199951,1687.699951,1710.900024,1710.900024,0
1991-06-17,1711.199951,1724.699951,1698.400024,1713.300049,1713.300049,0
1991-06-24,1713.199951,1713.199951,1658.699951,1664.300049,1664.300049,0
1991-07-01,1665.5,1692.5,1665.5,1686.599976,1686.599976,0
1991-07-08,1685.400024,1716.400024,1667.5,1716.300049,1716.300049,0
1991-07-15,1716.5,1758.599976,1716.5,1734,1734,0
1991-07-22,1733.400024,1743.400024,1714,1719,1719,0
1991-07-29,1718.699951,1733,1713.5,1731.599976,1731.599976,0
1991-08-05,1730.699951,1730.699951,1709.800049,1728.400024,1728.400024,0
1991-08-12,1728.199951,1744.699951,1712.5,1726.199951,1726.199951,0
1991-08-19,1723.5,1723.5,1584,1718,1718,0
1991-08-26,1718.300049,1751.900024,1693.900024,1736.599976,1736.599976,0
1991-09-02,1736.099976,1739.900024,1720.099976,1720.199951,1720.199951,0
1991-09-09,1720.099976,1727.900024,1707.099976,1718,1718,0
1991-09-16,1717.800049,1717.800049,1678,1690.599976,1690.599976,0
1991-09-23,1690.599976,1690.599976,1660.599976,1669.300049,1669.300049,0
1991-09-30,1669.199951,1695.699951,1663.699951,1686.599976,1686.599976,0
1991-10-07,1686.300049,1686.300049,1659.699951,1671.300049,1671.300049,0
1991-10-14,1670.699951,1716.199951,1666.699951,1716.099976,1716.099976,0
1991-10-21,1716,1724.699951,1686.900024,1688.599976,1688.599976,0
1991-10-28,1688.5,1713.099976,1673.699951,1679.199951,1679.199951,0
1991-11-04,1679.099976,1722.199951,1671.199951,1720.900024,1720.900024,0
1991-11-11,1720.900024,1747.099976,1713.900024,1734.099976,1734.099976,0
1991-11-18,1733.199951,1733.199951,1649.699951,1652.199951,1652.199951,0
1991-11-25,1649.900024,1661.400024,1617.300049,1622.599976,1622.599976,0
1991-12-02,1620.199951,1631.800049,1591.300049,1606.599976,1606.599976,0
1991-12-09,1606.5,1649.099976,1583.099976,1621.400024,1621.400024,0
1991-12-16,1621.400024,1636.099976,1591,1602.300049,1602.300049,0
1991-12-23,1601.800049,1655.699951,1595.5,1655.699951,1655.699951,0
1991-12-30,1656.800049,1704.099976,1656.800049,1704,1704,0
1992-01-06,1705.099976,1731.599976,1682.300049,1723.5,1723.5,0
1992-01-13,1723.300049,1783.400024,1714.300049,1747.199951,1747.199951,0
1992-01-20,1747.699951,1768.900024,1728,1752.5,1752.5,0
1992-01-27,1753.300049,1787,1741.900024,1753.5,1753.5,0
1992-02-03,1753.5,1785,1744.199951,1779.300049,1779.300049,0
1992-02-10,1779,1806.800049,1775,1780.400024,1780.400024,0
1992-02-17,1780.699951,1810,1780.400024,1804,1804,0
1992-02-24,1804,1845.099976,1802.400024,1840.599976,1840.599976,0
1992-03-02,1840.599976,1858.699951,1815.599976,1820.199951,1820.199951,0
1992-03-09,1820,1822.800049,1785.400024,1806.199951,1806.199951,0
1992-03-16,1806.099976,1852.900024,1792.900024,1837.099976,1837.099976,0
1992-03-23,1836.5,1844.5,1805.400024,1828.699951,1828.699951,0
1992-03-30,1827.900024,1849.099976,1819.800049,1829.099976,1829.099976,0
1992-04-06,1829.5,1856.400024,1814.800049,1848,1848,0
1992-04-13,1847.800049,1884.599976,1836.900024,1871.300049,1871.300049,0
1992-04-20,1870.400024,1886.599976,1858.599976,1874.699951,1874.699951,0
1992-04-27,1874.199951,1889.400024,1858.599976,1880.099976,1880.099976,0
1992-05-04,1879.599976,1954.400024,1872.599976,1949.099976,1949.099976,0
1992-05-11,1949.199951,1988.300049,1916.900024,1921.099976,1921.099976,0
1992-05-18,1922,1944.900024,1921,1931.699951,1931.699951,0
1992-05-25,1931.400024,1939.5,1906,1920.599976,1920.599976,0
1992-06-01,1920.599976,1935.099976,1905.900024,1913.800049,1913.800049,0
1992-06-08,1913.800049,1914.900024,1863.900024,1879.900024,1879.900024,0
1992-06-15,1879.599976,1882.800049,1857.900024,1869.300049,1869.300049,0
1992-06-22,1869,1869,1828.5,1835.5,1835.5,0
1992-06-29,1835.599976,1883.699951,1835.599976,1883.699951,1883.699951,0
1992-07-06,1872,1878.900024,1827.099976,1856.5,1856.5,0
1992-07-13,1855.099976,1855.099976,1804.099976,1805.599976,1805.599976,0
1992-07-20,1800.300049,1800.300049,1731.900024,1756.800049,1756.800049,0
1992-07-27,1757.900024,1822.5,1749.900024,1798.099976,1798.099976,0
1992-08-03,1796.900024,1832.400024,1784.699951,1809.599976,1809.599976,0
1992-08-10,1808,1813.099976,1761.599976,1791.5,1791.5,0
1992-08-17,1792.5,1806,1749,1768.199951,1768.199951,0
1992-08-24,1765.400024,1768.199951,1703.099976,1745.699951,1745.699951,0
1992-08-31,1745.400024,1785.599976,1734.400024,1774.400024,1774.400024,0
1992-09-07,1774.400024,1812.800049,1774.400024,1811.800049,1811.800049,0
1992-09-14,1872.099976,1911.800049,1835.699951,1897.199951,1897.199951,0
1992-09-21,1896.699951,1926.900024,1854.800049,1910.800049,1910.800049,0
1992-09-28,1908.599976,1908.599976,1859.699951,1867.599976,1867.599976,0
1992-10-05,1864,1887.300049,1787.300049,1878.400024,1878.400024,0
1992-10-12,1877.800049,1894.300049,1825.400024,1883.5,1883.5,0
1992-10-19,1883.800049,1930,1883.800049,1921,1921,0
1992-10-26,1921.5,1934,1898.900024,1911.099976,1911.099976,0
1992-11-02,1909.699951,1965,1906.099976,1957.699951,1957.699951,0
1992-11-09,1958.800049,1974.5,1922.800049,1929.300049,1929.300049,0
1992-11-16,1928.699951,1928.699951,1869.400024,1896.800049,1896.800049,0
1992-11-23,1896.800049,1915.400024,1854,1914.599976,1914.599976,0
1992-11-30,1914.300049,1939.599976,1914,1928.599976,1928.599976,0
1992-12-07,1933,2000.300049,1919.5,1993.599976,1993.599976,0
1992-12-14,1993.900024,2066.699951,1967.5,2046,2046,0
1992-12-21,2046.699951,2068,2044,2061.399902,2061.399902,0
1992-12-28,2062.100098,2107.899902,2062.100098,2107,2107,0
1993-01-04,2107,2132.600098,2060.399902,2074.899902,2074.899902,0
1993-01-11,2074.600098,2123.600098,2033.5,2101,2101,0
1993-01-18,2101.5,2106.399902,2054.100098,2102.699951,2102.699951,0
1993-01-25,2103.600098,2104.699951,2058.800049,2091.100098,2091.100098,0
1993-02-01,2092.300049,2143.699951,2092,2133.600098,2133.600098,0
1993-02-08,2133.600098,2142.5,2114.5,2136.199951,2136.199951,0
1993-02-15,2136.199951,2154.5,2106.199951,2117.300049,2117.300049,0
1993-02-22,2117,2117.899902,2049.899902,2099.399902,2099.399902,0
1993-03-01,2100.600098,2160.800049,2100.600098,2134.600098,2134.600098,0
1993-03-08,2134.899902,2174.5,2124.399902,2127.199951,2127.199951,0
1993-03-15,2128.100098,2186.899902,2127.800049,2182.600098,2182.600098,0
1993-03-22,2181.899902,2181.899902,2122.600098,2160,2160,0
1993-03-29,2160,2220.300049,2159.100098,2190.300049,2190.300049,0
1993-04-05,2189.699951,2204.100098,2175,2188.300049,2188.300049,0
1993-04-12,2187.800049,2201.5,2094.600098,2162.899902,2162.899902,0
1993-04-19,2163.199951,2184.800049,2153,2162.699951,2162.699951,0
1993-04-26,2162.399902,2162.399902,2105.199951,2129.699951,2129.699951,0
1993-05-03,2130,2181.800049,2130,2162.600098,2162.600098,0
1993-05-10,2163.899902,2206.100098,2157.5,2185.199951,2185.199951,0
1993-05-17,2185.5,2245.300049,2183.100098,2233.5,2233.5,0
1993-05-24,2232.800049,2271.600098,2226.899902,2270.699951,2270.699951,0
1993-05-31,2270.399902,2285.600098,2243.399902,2284.899902,2284.899902,0
1993-06-07,2285.5,2323.199951,2283.899902,2308.300049,2308.300049,0
1993-06-14,2310,2335.5,2261.699951,2318,2318,0
1993-06-21,2316.800049,2367,2306.600098,2348.199951,2348.199951,0
1993-06-28,2349.100098,2389.300049,2335.600098,2368.800049,2368.800049,0
1993-07-05,2368.199951,2413.100098,2358.899902,2402.699951,2402.699951,0
1993-07-12,2403.300049,2422.800049,2382.600098,2396.399902,2396.399902,0
1993-07-19,2396.100098,2397.800049,2281.600098,2350.5,2350.5,0
1993-07-26,2351.199951,2420.300049,2351.199951,2400.899902,2400.899902,0
1993-08-02,2401.199951,2449.199951,2396.199951,2423.5,2423.5,0
1993-08-09,2423.699951,2465.800049,2366.5,2461,2461,0
1993-08-16,2461.899902,2501.699951,2461.399902,2474,2474,0
1993-08-23,2473.699951,2503.600098,2451.800049,2478.5,2478.5,0
1993-08-30,2479.100098,2494.600098,2435.600098,2438.800049,2438.800049,0
1993-09-06,2438.600098,2439.5,2363.600098,2363.600098,2363.600098,0
1993-09-13,2363.100098,2401.699951,2356,2385.199951,2385.199951,0
1993-09-20,2385.800049,2461.199951,2385.800049,2445.899902,2445.899902,0
1993-09-27,2446.899902,2503.5,2446.899902,2481.600098,2481.600098,0
1993-10-04,2481.399902,2546.699951,2473.899902,2533.600098,2533.600098,0
1993-10-11,2533.800049,2624.600098,2528.699951,2612.600098,2612.600098,0
1993-10-18,2613.399902,2721.600098,2613.300049,2701.399902,2701.399902,0
1993-10-25,2701.399902,2731.399902,2672.199951,2723.199951,2723.199951,0
1993-11-01,2724.399902,2763.100098,2625.199951,2654.199951,2654.199951,0
1993-11-08,2656,2757.199951,2656,2721.100098,2721.100098,0
1993-11-15,2722,2750.300049,2700.100098,2733.899902,2733.899902,0
1993-11-22,2732.199951,2743.300049,2673.600098,2741.899902,2741.899902,0
1993-11-29,2741.600098,2826.899902,2733,2819,2819,0
1993-12-06,2819.800049,2870,2819,2861.199951,2861.199951,0
1993-12-13,2862.5,2894.300049,2832.199951,2889.5,2889.5,0
1993-12-20,2895.399902,2972.100098,2895.399902,2967.399902,2967.399902,0
1993-12-27,2967.699951,2986.899902,2912.800049,2957.600098,2957.600098,0
1994-01-03,2966.5,3044.300049,2958.699951,3042.899902,3042.899902,0
1994-01-10,3043.600098,3058.800049,2940.800049,2990.600098,2990.600098,0
1994-01-17,2991.399902,3067.199951,2991.399902,3039.300049,3039.300049,0
1994-01-24,3039,3141.600098,3022.600098,3140.699951,3140.699951,0
1994-01-31,3142.300049,3190.399902,3133.600098,3166.600098,3166.600098,0
1994-02-07,3161.699951,3161.699951,2953,2985.699951,2985.699951,0
1994-02-14,2985,3074.399902,2940.800049,3025.899902,3025.899902,0
1994-02-21,3025.100098,3035.199951,2886.399902,2929.300049,2929.300049,0
1994-02-28,2930.300049,2945.5,2745.800049,2865.199951,2865.199951,0
1994-03-07,2868.600098,2923.699951,2826,2831.600098,2831.600098,0
1994-03-14,2834.699951,2921,2831.699951,2843.5,2843.5,0
1994-03-21,2841.899902,2881,2797.199951,2831.800049,2831.800049,0
1994-03-28,2831.300049,2874.600098,2769.600098,2794.800049,2794.800049,0
1994-04-04,2793.300049,2889.5,2769.600098,2873.399902,2873.399902,0
1994-04-11,2874.800049,2953.899902,2809.899902,2872.899902,2872.899902,0
1994-04-18,2872,2880.800049,2771.800049,2787.899902,2787.899902,0
1994-04-25,2783.800049,2809.800049,2731,2736.300049,2736.300049,0
1994-05-02,2737.100098,2772.600098,2629.600098,2641.399902,2641.399902,0
1994-05-09,2640.100098,2681.100098,2569.199951,2678.699951,2678.699951,0
1994-05-16,2680,2773.800049,2680,2732.699951,2732.699951,0
1994-05-23,2731.399902,2738.399902,2660.899902,2711.899902,2711.899902,0
