Date,Open,High,Low,Close,Adj Close,Volume
1994-05-30,2712.199951,2747.5,2708.300049,2728.399902,2728.399902,0
1994-06-06,2729.5,2807.899902,2726.100098,2763.800049,2763.800049,0
1994-06-13,2763.800049,2770.600098,2626.699951,2627.600098,2627.600098,0
1994-06-20,2625.300049,2641.100098,2512.800049,2577.199951,2577.199951,0
1994-06-27,2574.899902,2658.300049,2525.600098,2588.899902,2588.899902,0
1994-07-04,2589.699951,2636.399902,2552.5,2560.300049,2560.300049,0
1994-07-11,2560.600098,2577.199951,2473.399902,2514.899902,2514.899902,0
1994-07-18,2513.600098,2611.100098,2488.699951,2599.199951,2599.199951,0
1994-07-25,2598.399902,2622.199951,2522.5,2579.5,2579.5,0
1994-08-01,2580.600098,2641.300049,2580.600098,2600.800049,2600.800049,0
1994-08-08,2599.699951,2629.399902,2511.300049,2580.5,2580.5,0
1994-08-15,2580.199951,2606,2549,2557,2557,0
1994-08-22,2557,2581.300049,2508.699951,2581.300049,2581.300049,0
1994-08-29,2581.199951,2677.899902,2581.199951,2672,2672,0
1994-09-05,2671.5,2707.199951,2635.399902,2642.100098,2642.100098,0
1994-09-12,2641.800049,2663.199951,2599.199951,2603.300049,2603.300049,0
1994-09-19,2603.300049,2625.800049,2588.800049,2609.100098,2609.100098,0
1994-09-26,2609.300049,2612.899902,2509.5,2534.399902,2534.399902,0
1994-10-03,2534.699951,2534.899902,2469.699951,2496.899902,2496.899902,0
1994-10-10,2497.899902,2593.300049,2497.899902,2585.300049,2585.300049,0
1994-10-17,2586.300049,2596.100098,2487.600098,2508.600098,2508.600098,0
1994-10-24,2509.600098,2537.300049,2443.5,2490.5,2490.5,0
1994-10-31,2491,2550.100098,2491,2541,2541,0
1994-11-07,2540,2609.600098,2525.5,2597.800049,2597.800049,0
1994-11-14,2596.800049,2618.399902,2583.199951,2606.5,2606.5,0
1994-11-21,2606.800049,2625.300049,2524.5,2572.5,2572.5,0
1994-11-28,2573.300049,2602.399902,2556.899902,2577.5,2577.5,0
1994-12-05,2578,2612.600098,2572.600098,2576,2576,0
1994-12-12,2577.399902,2611.699951,2543.5,2604.699951,2604.699951,0
1994-12-19,2606.199951,2655.800049,2597,2651,2651,0
1994-12-26,2651.5,2675.5,2626.300049,2628.800049,2628.800049,0
1995-01-02,2627.399902,2648.5,2594.399902,2622.300049,2622.300049,0
1995-01-09,2622.800049,2633.100098,2578.699951,2600.199951,2600.199951,0
1995-01-16,2602.5,2615,2567.5,2574.600098,2574.600098,0
1995-01-23,2573.800049,2573.800049,2511,2548.600098,2548.600098,0
1995-01-30,2548.899902,2590.399902,2522.199951,2589.399902,2589.399902,0
1995-02-06,2591,2645.699951,2591,2635.399902,2635.399902,0
1995-02-13,2634.800049,2651.199951,2591.300049,2601,2601,0
1995-02-20,2599.5,2636.899902,2582.100098,2623.300049,2623.300049,0
1995-02-27,2621.800049,2625.800049,2582.300049,2586.5,2586.5,0
1995-03-06,2585.5,2586.899902,2438.100098,2467.699951,2467.699951,0
1995-03-13,2468.300049,2507.399902,2442.600098,2497.5,2497.5,0
1995-03-20,2497.5,2532.100098,2479.399902,2526.600098,2526.600098,0
1995-03-27,2528.100098,2538.5,2462.399902,2508.899902,2508.899902,0
1995-04-03,2507.800049,2567.399902,2491.5,2559.300049,2559.300049,0
1995-04-10,2559.800049,2570.100098,2552.399902,2560.300049,2560.300049,0
1995-04-17,2559.800049,2568.5,2516.800049,2560.800049,2560.800049,0
1995-04-24,2560.800049,2600.100098,2535.600098,2597.199951,2597.199951,0
1995-05-01,2596,2658.199951,2595.699951,2650.5,2650.5,0
1995-05-08,2650.800049,2737.399902,2646.100098,2728.199951,2728.199951,0
1995-05-15,2730.5,2764.699951,2697.699951,2701,2701,0
1995-05-22,2702,2780.5,2702,2751.699951,2751.699951,0
1995-05-29,2752,2819.600098,2752,2805.300049,2805.300049,0
1995-06-05,2802.300049,2832.800049,2780,2795.300049,2795.300049,0
1995-06-12,2795.300049,2816.899902,2768.699951,2775.399902,2775.399902,0
1995-06-19,2775.699951,2857.899902,2770.100098,2837.699951,2837.699951,0
1995-06-26,2836.800049,2856.5,2815.100098,2825.300049,2825.300049,0
1995-07-03,2825.699951,2857.699951,2821.899902,2848.399902,2848.399902,0
1995-07-10,2848.899902,2886.5,2825.399902,2863.399902,2863.399902,0
1995-07-17,2864.800049,2892.300049,2821.300049,2830.199951,2830.199951,0
1995-07-24,2830.699951,2847.600098,2811.300049,2833.100098,2833.100098,0
1995-07-31,2833.100098,2853.100098,2804.100098,2807.100098,2807.100098,0
1995-08-07,2806.899902,2822.399902,2764.800049,2820.100098,2820.100098,0
1995-08-14,2819.100098,2904.300049,2804.199951,2889.5,2889.5,0
1995-08-21,2894.199951,2911.699951,2882.600098,2893.800049,2893.800049,0
1995-08-28,2894.300049,2926.300049,2882,2918.300049,2918.300049,0
1995-09-04,2918.800049,3010.399902,2918.800049,2989.199951,2989.199951,0
1995-09-11,2989.199951,3032.199951,2978.899902,3025.399902,3025.399902,0
1995-09-18,3024.899902,3057.899902,2977.5,2994.699951,2994.699951,0
1995-09-25,2996.199951,3056.800049,2990.300049,3014.800049,3014.800049,0
1995-10-02,3017.399902,3064,3017.399902,3054,3054,0
1995-10-09,3054,3110.800049,3044,3109.199951,3109.199951,0
1995-10-16,3109.5,3144.699951,3103.199951,3120.399902,3120.399902,0
1995-10-23,3119.800049,3119.800049,3020.399902,3026.600098,3026.600098,0
1995-10-30,3028.5,3150,3028.5,3137.600098,3137.600098,0
1995-11-06,3138.100098,3161.699951,3121.100098,3130.399902,3130.399902,0
1995-11-13,3129.399902,3169.600098,3111.699951,3152.5,3152.5,0
1995-11-20,3154.100098,3223.600098,3151.300049,3220.100098,3220.100098,0
1995-11-27,3221.600098,3270.100098,3221.600098,3261.199951,3261.199951,0
1995-12-04,3261.199951,3300,3228.600098,3246.600098,3246.600098,0
1995-12-11,3246.800049,3294.399902,3246.800049,3289.800049,3289.800049,0
1995-12-18,3289.199951,3290.5,3190.800049,3277.899902,3277.899902,0
1995-12-25,3279.300049,3327.399902,3279.300049,3297.699951,3297.699951,0
1996-01-01,3301.300049,3399,3301.300049,3376.100098,3376.100098,0
1996-01-08,3377.100098,3393.899902,3261.800049,3292.899902,3292.899902,0
1996-01-15,3292.899902,3295.800049,3200.800049,3253.100098,3253.100098,0
1996-01-22,3252.300049,3265.699951,3157.100098,3191.399902,3191.399902,0
1996-01-29,3191.899902,3282,3166.199951,3270,3270,0
1996-02-05,3270,3275.300049,3212,3242.699951,3242.699951,0
1996-02-12,3241.899902,3302,3228.899902,3280.300049,3280.300049,0
1996-02-19,3278.5,3300.5,3239.100098,3296.199951,3296.199951,0
1996-02-26,3296.199951,3394.399902,3285.199951,3385.5,3385.5,0
1996-03-04,3386,3636,3372.699951,3549.699951,3549.699951,0
1996-03-11,3534.300049,3589.899902,3471.399902,3561.100098,3561.100098,0
1996-03-18,3560.699951,3664.699951,3542.800049,3647.699951,3647.699951,0
1996-03-25,3649.600098,3678.5,3621.899902,3646.5,3646.5,0
1996-04-01,3646.5,3665.699951,3597.399902,3611.100098,3611.100098,0
1996-04-08,3608.800049,3620.699951,3554.399902,3575.5,3575.5,0
1996-04-15,3575.699951,3629.899902,3575,3628.100098,3628.100098,0
1996-04-22,3630.5,3697.199951,3630.5,3696,3696,0
1996-04-29,3696,3696,3595.300049,3611.199951,3611.199951,0
1996-05-06,3609.300049,3609.300049,3502.199951,3556.899902,3556.899902,0
1996-05-13,3558.5,3594.399902,3550.899902,3593,3593,0
1996-05-20,3594.800049,3610.800049,3538.399902,3572.199951,3572.199951,0
1996-05-27,3573.199951,3589.5,3530,3556.100098,3556.100098,0
1996-06-03,3555.199951,3595.100098,3539,3547.899902,3547.899902,0
1996-06-10,3547.899902,3616.399902,3547.5,3593.899902,3593.899902,0
1996-06-17,3593.600098,3690.100098,3587.5,3687.300049,3687.300049,0
1996-06-24,3688.699951,3734.600098,3679.100098,3732.899902,3732.899902,0
1996-07-01,3732.899902,3793.100098,3723.5,3731.199951,3731.199951,0
1996-07-08,3727.399902,3813.600098,3686.5,3785.800049,3785.800049,0
1996-07-15,3785.399902,3786.699951,3641.600098,3661.5,3661.5,0
1996-07-22,3661.5,3663,3471.699951,3537.800049,3537.800049,0
1996-07-29,3537.800049,3607.199951,3474.199951,3604.600098,3604.600098,0
1996-08-05,3607.300049,3669,3607.300049,3643.199951,3643.199951,0
1996-08-12,3641.699951,3672.5,3617.800049,3670.5,3670.5,0
1996-08-19,3671.199951,3736.100098,3661.100098,3725.399902,3725.399902,0
1996-08-26,3723.5,3731.699951,3640.199951,3646.300049,3646.300049,0
1996-09-02,3646.800049,3659.899902,3600.699951,3637.800049,3637.800049,0
1996-09-09,3640.100098,3718.399902,3640.100098,3716.800049,3716.800049,0
1996-09-16,3718.699951,3735.899902,3674.699951,3694.899902,3694.899902,0
1996-09-23,3691.100098,3717.399902,3631.899902,3696.600098,3696.600098,0
1996-09-30,3697.800049,3803.899902,3696.800049,3802,3802,0
1996-10-07,3803,3828.399902,3784,3805.199951,3805.199951,0
1996-10-14,3805.600098,3838.699951,3787.300049,3803.300049,3803.300049,0
1996-10-21,3804.800049,3817.699951,3730.300049,3758.699951,3758.699951,0
1996-10-28,3759.399902,3774.199951,3713.5,3736.100098,3736.100098,0
1996-11-04,3736,3826.100098,3728.199951,3812,3812,0
1996-11-11,3812.399902,3902.100098,3812.399902,3897.899902,3897.899902,0
1996-11-18,3896.399902,3904.600098,3859,3882.800049,3882.800049,0
1996-11-25,3884,3906.199951,3839.300049,3902.5,3902.5,0
1996-12-02,3902.5,3937.5,3804.600098,3835.5,3835.5,0
1996-12-09,3837.800049,3899.800049,3813.699951,3839.300049,3839.300049,0
1996-12-16,3843.399902,3903.600098,3832.300049,3890.100098,3890.100098,0
1996-12-23,3894.399902,3923.899902,3860,3922.199951,3922.199951,0
1996-12-30,3922.399902,3951.300049,3917.100098,3940.100098,3940.100098,0
1997-01-06,3943.100098,3971.199951,3897.199951,3947.399902,3947.399902,0
1997-01-13,3949.699951,4022.399902,3949.699951,4019.899902,4019.899902,0
1997-01-20,4021.600098,4163.5,3990,4125.5,4125.5,0
1997-01-27,4127.399902,4272.399902,4127.200195,4272.200195,4272.200195,0
1997-02-03,4271,4362.5,4234.100098,4357.899902,4357.899902,0
1997-02-10,4358.200195,4473.5,4354.600098,4464.200195,4464.200195,0
1997-02-17,4466.100098,4549.600098,4466.100098,4522.5,4522.5,0
1997-02-24,4522.399902,4570.5,4442.5,4487.600098,4487.600098,0
1997-03-03,4487.700195,4640.899902,4451,4638.899902,4638.899902,0
1997-03-10,4641.399902,4734.100098,4513.5,4636.200195,4636.200195,0
1997-03-17,4635.700195,4635.700195,4432.700195,4491.299805,4491.299805,0
1997-03-24,4494.299805,4669.399902,4493.100098,4659.200195,4659.200195,0
1997-03-31,4628.700195,4628.700195,4441.100098,4471.5,4471.5,0
1997-04-07,4481.100098,4660.600098,4481.100098,4604.200195,4604.200195,0
1997-04-14,4587,4707.5,4537.299805,4699.100098,4699.100098,0
1997-04-21,4698.700195,4837.5,4678.799805,4772.299805,4772.299805,0
1997-04-28,4775.600098,4958.200195,4775.399902,4953.5,4953.5,0
1997-05-05,4957.700195,5058,4957.700195,5004.700195,5004.700195,0
1997-05-12,5004.799805,5194.399902,4956.600098,5157.5,5157.5,0
1997-05-19,5149.799805,5207.200195,5064.899902,5181,5181,0
1997-05-26,5181,5258.700195,5027.299805,5041.600098,5041.600098,0
1997-06-02,5043.299805,5327.600098,5043.200195,5320,5320,0
1997-06-09,5322.700195,5397.700195,5304.299805,5384.600098,5384.600098,0
1997-06-16,5384.799805,5565.200195,5325.899902,5561.799805,5561.799805,0
1997-06-23,5563.5,5705.200195,5526.600098,5700.299805,5700.299805,0
1997-06-30,5702.899902,5853,5596.299805,5846.5,5846.5,0
1997-07-07,5846.299805,6101.200195,5781.799805,5801.5,5801.5,0
1997-07-14,5801.100098,5960.799805,5709.399902,5737.100098,5737.100098,0
1997-07-21,5735,5921.600098,5594.700195,5847,5847,0
1997-07-28,5847.600098,5933.700195,5807.600098,5898.200195,5898.200195,0
1997-08-04,5899.899902,5940.700195,5723.600098,5864.799805,5864.799805,0
1997-08-11,5851.299805,5862.100098,5452.600098,5498.5,5498.5,0
1997-08-18,5469.600098,5729.100098,5278.299805,5475.799805,5475.799805,0
1997-08-25,5487.700195,5550.299805,5149,5216.700195,5216.700195,0
1997-09-01,5217.700195,5578.600098,5217.700195,5532.899902,5532.899902,0
1997-09-08,5526.100098,5526.100098,5240.399902,5281.899902,5281.899902,0
1997-09-15,5283.100098,5684.600098,5278.600098,5611,5611,0
1997-09-22,5612.700195,5769.899902,5612.700195,5716.600098,5716.600098,0
1997-09-29,5718.299805,5933.100098,5637.700195,5929,5929,0
1997-10-06,5928,5946.799805,5659.799805,5699.5,5699.5,0
1997-10-13,5700.5,5845.799805,5700.5,5751.600098,5751.600098,0
1997-10-20,5736.799805,5922.700195,5602.899902,5689.5,5689.5,0
1997-10-27,5687.100098,5687.600098,4944.600098,5467.200195,5467.200195,0
1997-11-03,5468.899902,5620.799805,5387.5,5438.600098,5438.600098,0
1997-11-10,5442.5,5496.600098,5393.299805,5437,5437,0
1997-11-17,5438.600098,5738.5,5438.600098,5725.5,5725.5,0
1997-11-24,5722.700195,5791.5,5618.600098,5775.899902,5775.899902,0
1997-12-01,5777.200195,6042.5,5777.200195,6009,6009,0
1997-12-08,6010.600098,6169.5,5944.200195,6018.700195,6018.700195,0
1997-12-15,6019.600098,6161.700195,5960.899902,5989.899902,5989.899902,0
1997-12-22,5996.700195,6072.799805,5969.100098,6046.700195,6046.700195,0
1997-12-29,6049.799805,6298.899902,6049.799805,6265.5,6265.5,0
1998-01-05,6267.100098,6471.5,6235.5,6251.799805,6251.799805,0
1998-01-12,6247.299805,6276.399902,6010.5,6274,6274,0
1998-01-19,6277.100098,6437.5,6277.100098,6391,6391,0
1998-01-26,6391,6582.600098,6380.200195,6582.600098,6582.600098,0
1998-02-02,6585.200195,6867.799805,6585.200195,6857.100098,6857.100098,0
1998-02-09,6858.100098,6960.399902,6815.799805,6898.899902,6898.899902,0
1998-02-16,6898.899902,7015.5,6839,6986.700195,6986.700195,0
1998-02-23,6987.399902,7178.100098,6934.5,7153.100098,7153.100098,0
1998-03-02,7152.799805,7307.299805,7015.700195,7197.200195,7197.200195,0
1998-03-09,7196.5,7358.399902,7146,7328,7328,0
1998-03-16,7329.600098,7341.799805,7105.200195,7300.5,7300.5,0
1998-03-23,7298,7558.299805,7270.200195,7530.299805,7530.299805,0
1998-03-30,7523.799805,7750.200195,7493.600098,7725.899902,7725.899902,0
1998-04-06,7726.600098,7884.799805,7531.399902,7624.100098,7624.100098,0
